Ciclo,RMP,DESC_FIN,DESC_PROPOSITO,DESC_PP,DESC_AI
2012,18G003,"Contribuir a que las actividades donde se involucra materiales nucleares, radiactivos y fuentes de radiación ionizante se lleven a cabo con la máxima seguridad mediante la reglamentación y supervisión de las instalaciones nucleares y radiactivas.","La población en general, los trabajadores de las instalaciones nucleares y radiactivas, y el ambiente están protegidos de las radiaciones ionizantes.","Regulación y supervisión de la seguridad nuclear, radiológica y física de las instalaciones nucleares y radiológicas",Regulación eficiente del sector energético
2012,18G004,Contribuir a elevar la exploración y producción de hidrocarburos mediante el soporte técnico para garantizar su conveniencia y viabilidad de largo plazo,Los recursos petroleros de la Nación (crudo y gas natural) cuentan con el soporte técnico para garantizar su conveniencia y viabilidad de largo plazo.,Regulación de la exploración y extracción de hidrocarburos y su recuperación,Regulación eficiente del sector energético
2012,18G006,Contribuir a la seguridad energética del país en materia de hidrocarburos mediante una adecuada coordinación de la planificación y supervisión del aprovechamiento del gas presente en los yacimientos,Los recursos petroleros de la Nación (crudo y gas natural) cuentan con una adecuada coordinación de la planeación y supervisión del aprovechamiento del gas presente en los yacimientos de crudo y gas natural.,Supervisión de los proyectos de exploración y extracción de hidrocarburos y su recuperación,Regulación eficiente del sector energético
2012,18G007,Contribuir al aprovechamiento sustentable de la energía mediante acciones de normatividad que generen el uso eficiente de la energía,"Los sectores público, social y privado del país reciben productos y sistemas eficientes con base en la normatividad vigente.",Supervisar el aprovechamiento sustentable de la energía,Supervisar la normatividad en eficiencia energética
2012,18M001,,,Actividades de apoyo administrativo,Servicios de apoyo administrativo
2012,18O001,,,Actividades de apoyo a la función pública y buen gobierno,Función pública y buen gobierno
2012,18P001,"Contribuir a que los sectores doméstico, comercial, industrial y de servicios mejoren sus patrones de consumo de energia eléctrica a través de la información disponible en materia energética.","Los sectores social, privado y público están informados de las políticas publicas en materia energética.",Conducción de la política energética,Regulación eficiente del sector energético
2012,18P002,"Contribuir en la confiabilidad, continuidad del servicio público de energía eléctrica, y seguridad de las instalaciones destinadas a la utilización de la energía eléctrica mediante instalaciones que cumplen con las normativas que la regulan.","Las instalaciones en materia de generación, conducción, transformación y utilización de energía eléctrica, cumplen con las disposiciones normativas que las regulan.",Coordinación de la implementación de la política energética y de las entidades del sector electricidad,Regulación eficiente del sector energético
2012,18P003,"Contribuir a la seguridad energética del país mediante la aplicación de la política establecida en el Plan Nacional de Desarrollo, el Programa Sectorial de Energía y en la normativa vigente en las áreas de exploración, explotación y transformación de hidrocarburos.",Contribuir al ordenamiento del mercado y a la regulación y supervisión prudencial a través de una operación segura y efectiva del sector hidrocarburos.,Coordinación de la implementación de la política energética y de las entidades del sector hidrocarburos,Regulación eficiente del sector energético
2012,18P007,Contribuir a elevar la producción diaria de crudo mediante la incorporación de reservas.,Los recursos petroleros de la Nación (crudo y gas natural) cuentan con un adecuado esquema de explotación que busca maximizar el factor de recuperación de las reservas,"Realizar estudios de evaluación, cuantificación y verificación de las reservas de hidrocarburos",Regulación eficiente del sector energético
2012,18P008,"Contribuir a la sustentabilidad energética mediante el diseño, seguimiento y evaluación de Politicas y Programas para los sectores público, social y privado en materia del aprovechamiento sustentable de la energía.",El país accede a políticas y programas para promover el aprovechamiento sustentable de la energía.,Seguimiento y evaluación de políticas públicas en aprovechamiento sustentable de la energía,"Seguimiento y evaluación a los programas, politicas e información en eficiencia energética"
2012,18R001,,,Cuotas a Organismos Internacionales de Energía,Regulación eficiente del sector energético
2012,18R002,,,Fondo Sectorial - Sustentabilidad Energetica,Regulación eficiente del sector energético
2012,18R003,,,Fondo para la Transición Energética y Aprovechamiento Sustentable de Energía,Regulación eficiente del sector energético
2012,18R004,,,Fondo Sectorial - Hidrocarburos,Regulación eficiente del sector energético
2012,19J006,,,Apoyo para cubrir el déficit de la nómina de pensiones del ISSSTE,Pensiones y Jubilaciones a cargo del Gobierno Federal
2012,19J007,,,Pensiones de Trato Especial,Pensiones y Jubilaciones a cargo del Gobierno Federal
2012,19J008,,,Pensiones y Jubilaciones en curso de Pago,Pensiones y Jubilaciones a cargo del Gobierno Federal
2012,19J009,,,Pensiones Civiles Militares y de Gracia,Pensiones y Jubilaciones a cargo del Gobierno Federal
2012,19J011,,,"Aportaciones Estatutarias al Seguro de Retiro, Cesantia en Edad Avanzada y Vejez",Aportaciones de seguridad social a cargo del Gobierno Federal
2012,19J012,,,"Cuota Social al Seguro de Retiro, Cesantía en Edad Avanzada y Vejez",Aportaciones de seguridad social a cargo del Gobierno Federal
2012,19J014,,,Apoyo Económico a Viudas de Veteranos de la Revolución Mexicana,Pagar otras prestaciones sociales a cargo al Gobierno Federal
2012,19J017,,,Fondo de Reserva para el Retiro IMSS,Pensiones y Jubilaciones a cargo del Gobierno Federal
2012,19J021,,,Pensión Mínima Garantizada IMSS,Pensiones y Jubilaciones a cargo del Gobierno Federal
2012,19J022,,,Cuota Social Seguro de Retiro ISSSTE,Aportaciones de seguridad social a cargo del Gobierno Federal
2012,19J025,,,Previsiones para las pensiones en curso de pago de los extrabajadores de Luz y Fuerza del Centro,Pensiones y Jubilaciones a cargo del Gobierno Federal
2012,19J026,,,Previsiones para el Pago de las Pensiones de los Jubilados de Ferrocarriles Nacionales de México,Pensiones y Jubilaciones a cargo del Gobierno Federal
2012,19R010,,,Pagas de Defunción y Ayuda para Gastos de Sepelio,Pagar otras prestaciones sociales a cargo al Gobierno Federal
2012,19R013,,,Compensaciones de Carácter Militar con Pago único,Pagar otras prestaciones sociales a cargo al Gobierno Federal
2012,19R015,,,Apoyo a jubilados del IMSS e ISSSTE,Pensiones y Jubilaciones a cargo del Gobierno Federal
2012,19R018,,,Apoyo para cubrir el gasto de operación del ISSSTE,Aportaciones de seguridad social a cargo del Gobierno Federal
2012,19R023,,,Adeudos con el IMSS e ISSSTE,Pensiones y Jubilaciones a cargo del Gobierno Federal
2012,19S038,"Contribuir a garantizar el derecho a la salud de los mexicanos que carecen de Seguridad Social y que habitan en condiciones de marginación, en las entidades donde tiene cobertura, a través del Modelo de Atención Integral a la Salud, el cual se fundamenta en la participación conjunta con la comunidad, con énfasis en la prevención de riesgos y daños a partir del auto-cuidado de la salud.","La población que carece de seguridad social, adscrita al Programa IMSS-Oportunidades, y que habita prioritariamente en zonas rurales y urbano-marginadas del país, mejora su estado de salud.",Programa IMSS-Oportunidades,Administración del Programa IMSS-Oprtunidades
2012,19T001,,,Seguro de Enfermedad y Maternidad,Aportaciones de seguridad social a cargo del Gobierno Federal
2012,19T002,,,Seguro de Invalidez y Vida,Aportaciones de seguridad social a cargo del Gobierno Federal
